163,122
151,043
155,674
154,442
155,598
122,688
122,124
122,268
121,263
126,56
126,194
137,698
148,633
151,289
152,706
156,728
150,793
141,59
146,674
152,923
148,743
106,721
107,615
106,611
106,83
108,228
108,801
105,746
111,006
118,852
120,429
117,175
119,669
144,362
146,731
146,754
126,29
121,314
119,827
116,757
116,042
115,493
116,249
117,908
116,425
117,462
141,781
144,46
152,911
152,625
138,8
141,379
141,415
136,204
136,245
135,063
135,986
138,269
142,067
141,929
144,737
144,268
143,51
148,708
147,671
152,731
144,977
148,104
141,111
147,738
150,234
142,6
143,729
157,073
131,256
140,061
141,393
158,348
143,379
157,166
135,886
142,803
140,638
143,25
154,389
143,38
146,379
151,722
146,693
140,136
141,167
130,978
150,099
145,722
156,786
144,009
146,88
160,237
154,966
142,763
142,274
152,322
155,278
143,452
127,636
160,638
154,939
148,902
170,257
